symbol,y,x1,x2,x3,x4,underwriter,exchange,t10,p30,t30,p1h,t1h,p1d,t1d
EQGP,1.048,1.185,736000,0.086,0.212,2-17,2,7,1.048,7,1.048,7,1.048,7
EQM,1.022,1.095,287500,0.721,0.133,17-18,2,3,1.027,25,1.027,25,1.043,374
EROS,1.027,1.009,55500,0.217,0.011,3-7-8-21-32,2,0,1.027,0,1.027,0,1.027,0
ESNT,1.005,1.294,433622,0.236,0.186,2-17-19,2,0,1.005,0,1.005,0,1.005,0
ESRT,1.027,1.004,933075,0.790,0.084,2-8,2,10,1.032,28,1.034,44,1.034,44
EURN,1.017,0.980,195120,0.110,0.045,7-18-19-21,2,0,1.024,19,1.026,54,1.026,54
EVA,1.060,1.000,200000,0.840,0.096,2-10-17-18,2,8,1.072,21,1.072,21,1.123,369
EVDY,1.017,1.036,103675,0.241,0.131,1-18-19,2,0,1.017,0,1.017,0,1.017,0
EVGN,1.065,1.051,77500,0.208,0.016,1-21,1,0,1.065,0,1.065,0,1.145,372
EVH,1.014,1.059,207000,0.289,0.172,2-19,2,0,1.042,23,1.076,54,1.107,95
EVHC,1.017,1.098,1060500,0.241,0.096,2-8-17-18,2,2,1.017,2,1.017,2,1.017,2
EVTC,1.007,1.093,552000,0.319,0.171,2-19,2,2,1.007,2,1.007,2,1.007,2
EXAM,1.045,1.047,172525,0.338,0.121,1-2-17,2,0,1.045,0,1.045,0,1.045,0
FCB,1.024,0.932,154160,0.224,0.136,8-19-21,2,9,1.024,9,1.024,9,1.034,73
FELP,1.010,1.000,350000,0.270,0.125,7-17-18,2,0,1.010,0,1.010,0,1.010,0
FENG,1.050,1.009,141719,0.044,0.044,7-21-54,2,1,1.288,17,1.306,48,1.359,374
FET,1.018,1.125,426315,0.224,0.109,19,2,0,1.018,0,1.018,0,1.018,0
FGL,1.000,1.118,185250,0.172,0.060,1-3-19,2,0,1.000,0,1.000,0,1.005,372
FI,1.037,1.239,817500,0.201,0.089,1-17-100,2,10,1.050,12,1.050,12,1.050,12
FIT,1.049,1.520,1111880,1.000,0.199,7-8-21,2,2,1.049,2,1.049,2,1.049,2
FLT,1.016,1.087,316875,0.161,0.109,2-19,2,10,1.060,30,1.150,51,1.150,51
FLTX,1.041,1.350,179296,0.227,0.132,8-17,2,0,1.041,0,1.041,0,1.041,0
FMSA,1.019,1.034,413750,0.156,0.087,7-17-37,2,2,1.026,19,1.026,19,1.026,19
FSB,1.009,1.000,55440,0.252,0.036,8,2,0,1.009,0,1.009,0,1.009,0
FSL,1.026,1.056,826500,0.181,0.099,18-21,2,5,1.026,5,1.026,5,1.026,5
FTAI,1.028,0.941,320000,0.272,0.076,8-17-18-21,2,5,1.031,15,1.031,15,1.060,247
FXCM,1.011,1.071,225900,1.000,0.074,1-18-19,2,7,1.023,28,1.023,28,1.023,28
GCAP,1.022,1.006,81450,0.289,0.063,7-21,2,3,1.022,3,1.022,3,1.022,3
GDDY,1.026,1.307,601450,0.372,0.150,7-18-19,2,0,1.026,0,1.026,0,1.026,0
GDOT,1.039,1.199,196679,0.674,0.162,7-19,2,0,1.039,0,1.039,0,1.041,338
GI,1.082,0.967,92075,0.259,0.173,8-19,2,8,1.115,18,1.115,18,1.225,336
GIMO,1.112,1.215,155790,0.229,0.279,1-2-8,2,7,1.131,27,1.131,27,1.234,368
GKOS,1.031,1.617,174660,0.198,0.177,2-8-19,2,0,1.031,0,1.031,0,1.097,365
GLOB,1.003,1.295,75757,0.175,0.057,1-18-19,2,10,1.003,10,1.003,10,1.003,10
GLOG,1.031,0.893,293750,0.374,0.055,2-18,2,1,1.031,1,1.031,1,1.067,210
GLOP,1.032,1.214,214200,0.855,0.108,1-18-37,2,5,1.035,12,1.044,58,1.046,63
GM,1.028,1.061,16730000,0.319,0.079,7-8-18-19,2,4,1.028,4,1.028,4,1.028,4
GMED,1.061,1.092,109166,0.133,0.014,2-4-8,2,10,1.095,12,1.095,12,1.118,204
GNC,1.005,1.038,373500,0.257,0.091,2-19,2,0,1.005,0,1.005,0,1.039,243
GNRT,1.035,0.911,191250,0.188,0.104,3-18-32-48,2,3,1.035,3,1.035,3,1.039,209
GPRK,1.001,0.963,90990,0.235,0.020,19-22-144-218,2,0,1.001,0,1.001,0,1.001,0
GRAM,1.021,1.010,417069,0.030,0.049,1-7-19-144,2,5,1.028,28,1.028,28,1.028,28
GRUB,1.020,1.538,296224,0.094,0.153,7-18,2,0,1.020,0,1.020,0,1.020,0
GWB,1.003,1.000,288000,0.276,0.062,8-21,2,8,1.024,22,1.024,22,1.024,22
GWRE,1.040,1.288,148237,0.181,0.158,18-19-21,2,6,1.040,6,1.048,51,1.075,215
GZT,1.023,0.972,78750,0.055,0.100,18-21,2,10,1.030,19,1.030,19,1.030,19
HASI,1.025,0.928,154666,0.881,0.040,8-32-37,2,0,1.025,0,1.025,0,1.025,0
HCA,1.010,1.040,3937440,0.245,0.093,8-18-19,2,0,1.010,0,1.010,0,1.010,0
HCC,1.039,0.921,291666,0.312,0.125,1-7-18,2,2,1.054,23,1.054,23,1.071,83
HCLP,1.067,1.000,191250,0.825,0.095,7-17,2,10,1.067,10,1.067,10,1.185,351
HIFR,1.008,1.158,532800,0.454,0.000,8-18,2,10,1.009,14,1.010,46,1.021,212
HIVE,1.104,0.895,67125,0.172,0.167,2-8,2,8,1.104,8,1.104,8,1.185,228
HLT,1.100,1.065,2505745,0.119,0.086,2-7-8-21,2,0,1.100,0,1.100,0,1.100,0
HMLP,1.011,1.100,211200,0.730,0.149,7-8-18,2,4,1.011,4,1.011,4,1.018,308
HRTG,1.029,1.050,69300,0.208,0.026,18-34,2,0,1.029,0,1.029,0,1.029,0
HUBS,1.001,1.318,164750,0.165,0.215,7-19-32,2,0,1.001,0,1.001,0,1.001,0
I,1.042,0.944,328502,0.184,0.057,2-7-8-19,2,6,1.064,28,1.096,49,1.176,65
IBP,1.032,1.118,91635,0.253,0.130,21-32,2,1,1.052,22,1.052,22,1.052,22
ICD,1.015,1.000,110000,0.438,0.065,7-10-17-87,2,0,1.015,0,1.015,0,1.015,0
ICL,1.020,1.014,427122,0.047,0.060,7-17,2,5,1.028,21,1.028,21,1.028,21
IFT,1.014,1.000,179166,0.822,0.060,120,2,0,1.014,0,1.014,0,1.016,76
IL,1.004,1.000,143000,0.223,0.063,1-7-21,2,0,1.004,0,1.004,0,1.004,0
IMPR,1.029,1.133,85000,0.219,0.158,4-19,2,0,1.029,0,1.029,0,1.029,0
IMPV,1.022,1.278,115000,0.226,0.121,19-21,1,9,1.075,25,1.092,47,1.092,47
IMS,1.026,1.109,1441700,0.196,0.073,2-7-19,2,0,1.028,30,1.034,31,1.068,352
INN,1.005,1.015,257400,0.953,0.048,10-21-39,2,0,1.005,0,1.007,55,1.007,55
INVN,1.048,1.107,83000,0.126,0.087,2-7,2,10,1.054,13,1.054,13,1.136,132
INXN,1.068,1.115,295441,0.314,0.123,8-17-18,2,0,1.068,0,1.068,0,1.068,0
IPHI,1.057,1.250,102000,0.283,0.097,3-7-21,2,6,1.057,6,1.057,6,1.080,278
JCAP,1.020,1.002,100250,0.951,0.012,38-39-40,2,2,1.020,2,1.020,2,1.020,2
JGW,1.002,0.955,130357,0.999,0.090,1-17,2,7,1.002,7,1.002,7,1.002,7
JMEI,1.038,1.239,303565,1.000,0.121,1-19-135,2,3,1.038,3,1.038,3,1.038,3
JMI,1.003,0.988,143187,0.967,0.169,1-17-18-21,2,0,1.003,0,1.003,0,1.003,0
JONE,1.015,0.936,175500,1.000,0.075,17-19-37,2,3,1.021,27,1.026,33,1.026,33
JP,1.076,1.041,55173,1.000,0.055,1-44,2,10,1.110,12,1.110,12,1.110,12
JPEP,1.010,1.025,281875,0.755,0.088,8-17-21,2,0,1.010,0,1.010,0,1.010,0
KING,1.098,0.911,455100,0.070,0.228,1-8-19,2,2,1.098,2,1.098,2,1.098,2
KMI,1.009,1.057,3026291,1.000,0.073,2-17,2,5,1.014,14,1.014,14,1.014,14
KNOP,1.000,1.095,171350,0.870,0.101,8-17-18,2,0,1.000,0,1.000,0,1.000,0
KORS,1.009,1.250,1180000,0.247,0.175,2-7-19,2,0,1.009,0,1.009,0,1.009,0
KOS,1.010,1.083,643500,0.088,0.055,1-17-18,2,0,1.010,0,1.010,0,1.010,0
LADR,1.012,0.971,218625,0.273,0.082,8-18-19-21-37,2,4,1.012,4,1.014,49,1.030,365
LC,1.028,1.650,1428075,0.160,0.100,2-7,2,2,1.028,2,1.028,2,1.028,2
LEJU,1.014,1.080,108000,1.000,0.070,1-19-54,2,0,1.014,0,1.014,0,1.111,379
LITB,1.120,1.175,92628,1.000,0.087,1-26,2,8,1.120,8,1.120,8,1.137,289
LNKD,1.120,1.844,650720,1.000,0.287,7-8-19,2,3,1.120,3,1.120,3,1.478,108
LOCK,1.054,0.931,131566,0.182,0.148,2-8-21,2,6,1.056,26,1.056,26,1.079,170
LPG,1.008,1.000,134999,0.125,0.052,19-32,2,0,1.008,0,1.016,47,1.016,47
LPI,1.032,1.015,301875,0.140,0.073,19,2,4,1.038,26,1.038,26,1.055,232
LQ,1.005,0.985,640687,0.309,0.102,7-19,2,0,1.018,29,1.029,45,1.066,269
LRE,1.011,1.000,178752,0.601,0.052,37,2,0,1.011,0,1.011,0,1.011,0
LXFR,1.063,1.100,88000,1.000,0.033,1-3,2,9,1.063,9,1.063,9,1.084,115
LXFT,1.007,1.224,85115,0.792,0.000,1-19-32,2,2,1.007,2,1.012,52,1.043,190
MANU,1.011,1.004,234166,0.420,0.139,1-3-19,2,0,1.011,0,1.011,0,1.011,0
MBLY,1.077,1.440,1281204,0.168,0.135,2-7,2,3,1.077,3,1.088,58,1.094,65
MC,1.008,1.080,175500,0.455,0.095,2-7,2,1,1.008,1,1.008,1,1.008,1
MCRN,1.009,0.975,278571,0.215,0.080,8-17-19,2,0,1.036,30,1.048,40,1.048,40
MDLY,1.026,0.944,101939,1.000,0.079,1-2,2,0,1.026,0,1.026,0,1.026,0
MEP,1.016,0.944,314500,0.818,0.083,8-17-18,2,0,1.026,19,1.026,19,1.029,378
MITT,1.005,0.975,107250,0.595,0.074,10-21-26,2,8,1.010,23,1.012,34,1.012,34
MIXT,1.012,1.250,125921,1.000,0.074,6-38,2,0,1.012,0,1.012,0,1.012,0
MM,1.116,1.923,255000,0.136,0.201,2-7-17,2,2,1.116,2,1.116,2,1.116,2
MMI,1.034,1.117,80400,0.168,0.052,2-18,2,10,1.063,14,1.063,14,1.101,161
MN,1.019,1.000,150000,1.000,0.063,8,2,0,1.028,23,1.037,60,1.042,63
MODN,1.044,1.310,136822,0.314,0.238,19-21,2,10,1.096,26,1.096,26,1.096,26
MPG,1.016,1.017,152500,0.149,0.059,2-8-21,2,0,1.016,0,1.016,0,1.016,0
MPLX,1.029,1.159,441150,0.468,0.123,7-8-32,2,8,1.029,8,1.034,60,1.085,322
MPO,1.045,1.019,318000,0.366,0.039,2-7-37,2,2,1.045,12,1.057,59,1.148,352
MRC,1.019,0.976,465909,0.224,0.069,2-17,2,10,1.021,14,1.039,48,1.039,48
MRIN,1.050,1.357,142500,0.243,0.124,2-21,2,1,1.050,1,1.050,1,1.050,1
MTDR,1.000,0.979,156666,0.244,0.065,10-18,2,0,1.010,30,1.010,30,1.013,73
MX,1.039,1.000,133000,0.241,0.037,2-17-21,2,10,1.044,14,1.044,14,1.044,14
MXPT,1.022,0.957,71500,0.254,0.130,2-21-42,2,0,1.022,0,1.022,0,1.022,0
MYCC,1.012,1.089,274500,0.282,0.085,2-3-18,2,0,1.012,0,1.012,0,1.012,0
NADL,1.041,0.919,114864,0.056,0.068,2-7-17,2,10,1.055,24,1.056,37,1.056,37
NAO,1.071,0.875,82352,0.261,0.080,1-7-19-65-67,2,9,1.094,30,1.099,50,1.121,365
NAP,1.023,0.880,106920,0.867,0.116,1-8-18-19,2,8,1.036,23,1.053,38,1.053,38
NBHC,1.000,1.052,144787,0.155,0.061,2-35,2,0,1.000,0,1.000,0,1.000,0
NDRO,1.005,0.989,287100,0.400,0.137,2-10-17-18-37,2,0,1.005,0,1.005,0,1.005,0
NEFF,1.070,0.983,154523,1.000,0.128,3-4-7,2,5,1.070,5,1.070,5,1.070,5
NEP,1.020,1.302,528937,1.000,0.100,2-7-8,2,0,1.020,0,1.020,0,1.020,0
NEWR,1.083,1.311,150800,0.109,0.194,7-19,2,7,1.093,25,1.116,57,1.169,342
NGL,1.012,1.000,73500,0.411,0.075,10-37,2,0,1.012,0,1.019,43,1.023,66
NGVC,1.043,1.200,128571,0.328,0.158,4-5,2,3,1.043,3,1.043,3,1.043,3
NLSN,1.010,1.076,1767857,0.205,0.089,7-19,2,10,1.024,25,1.026,56,1.042,331
NMBL,1.013,1.481,248800,0.114,0.209,2-7,2,0,1.027,29,1.027,29,1.130,245
NOAH,1.029,1.250,126000,0.307,0.129,8-19,2,0,1.051,29,1.059,57,1.147,87
NORD,1.021,1.094,332500,0.200,0.122,1-2-19,2,0,1.021,0,1.034,58,1.068,79
NOW,1.006,1.319,276687,0.097,0.131,7-18-21,2,1,1.006,1,1.006,1,1.042,364
NPTN,1.032,1.273,105000,0.319,0.118,8-21,2,8,1.032,8,1.032,8,1.032,8
NSA,1.023,1.000,260000,0.475,0.095,3-7-37,2,9,1.031,30,1.038,57,1.040,69
NSLP,1.002,1.000,80000,0.777,0.065,26-39,2,0,1.002,0,1.002,0,1.002,0
NSM,1.024,0.969,226166,0.192,0.074,1-8-18-37,2,5,1.024,5,1.024,5,1.061,363
NTI,1.049,0.976,221975,0.221,0.090,2-8-17,2,9,1.050,20,1.050,20,1.064,362
NVGS,1.035,1.074,244799,0.217,0.096,3-7,2,0,1.035,0,1.035,0,1.035,0
NVRO,1.079,1.300,163800,0.297,0.134,7-19,2,10,1.100,18,1.100,18,1.122,343
NVTA,1.019,1.094,111125,0.206,0.210,19,2,4,1.019,4,1.019,4,1.019,4
NWHM,1.022,1.045,89843,0.475,0.050,1-18-19,2,7,1.055,22,1.055,22,1.120,372
NYLD,1.006,1.216,523631,1.000,0.188,2-8-18,2,4,1.009,24,1.029,59,1.036,312
OAK,1.012,0.953,362563,0.289,0.094,2-7,2,6,1.018,20,1.018,20,1.038,206
OAKS,1.017,0.967,58483,0.546,0.113,1-17-32-35,2,9,1.017,9,1.017,9,1.017,9
OCIP,1.020,0.958,301875,0.217,0.153,8-17-18,2,10,1.035,27,1.040,37,1.170,380
OCIR,1.026,0.961,91250,0.511,0.151,2-18,2,6,1.026,6,1.026,6,1.026,6
OEC,1.032,0.989,347100,0.327,0.119,2-7,2,1,1.032,1,1.032,1,1.032,1
OMAM,1.000,1.000,308000,0.183,0.056,1-7-8-18,2,0,1.000,0,1.000,0,1.036,96
ONDK,1.042,1.325,265000,0.151,0.191,3-7-8-19-21,2,7,1.042,7,1.057,56,1.057,56
OOMA,1.028,0.931,60500,0.295,0.067,1-8,2,1,1.028,1,1.028,1,1.028,1
OPWR,1.040,1.316,152500,0.129,0.116,2-7,2,0,1.040,0,1.040,0,1.040,0
ORC,1.010,0.973,34456,0.706,0.029,12-96,2,0,1.010,0,1.010,0,1.014,381
P,1.300,1.250,293680,0.092,0.139,7-18-19,2,1,1.300,1,1.300,1,1.300,1
PACD,1.005,1.000,49500,0.028,0.022,7-21,2,0,1.013,30,1.038,32,1.038,32
PAGP,1.012,1.034,2912000,1.000,0.046,2-17-19,2,0,1.012,0,1.012,0,1.012,0
PANW,1.125,1.313,341930,0.093,0.141,2-7-18,2,0,1.125,0,1.125,0,1.125,0
PAYC,1.001,1.193,118945,0.131,0.049,17-19,2,0,1.001,0,1.001,0,1.001,0
PBF,1.006,1.077,574000,1.000,0.082,7-18,2,0,1.006,0,1.006,0,1.006,0
PBFX,1.011,1.217,385000,0.866,0.115,17-32,2,0,1.011,0,1.011,0,1.011,0
PE,1.008,1.205,1115000,0.584,0.062,1-2,2,0,1.008,0,1.015,51,1.015,51
PF,1.017,1.113,645540,0.257,0.128,8-17,2,0,1.025,27,1.025,27,1.025,27
PFSI,1.028,1.014,202777,1.000,0.065,1-2-8-18,2,0,1.028,0,1.028,0,1.062,302
PGEM,1.050,1.064,352894,0.244,0.119,1-2-19,2,9,1.050,9,1.050,9,1.094,265
PGND,1.027,1.107,246263,0.170,0.171,2-6-17,2,5,1.027,5,1.027,5,1.055,169
PGRE,1.001,1.057,2422190,0.681,0.073,7-8-37,2,0,1.001,0,1.001,0,1.001,0
PN,1.006,0.964,112178,0.315,0.059,5-31-32,2,1,1.006,1,1.006,1,1.015,115
PRLB,1.136,1.563,107543,0.185,0.000,3-4,2,10,1.144,11,1.170,36,1.200,307
PRTY,1.017,1.206,448437,0.189,0.211,2-8,2,1,1.017,1,1.017,1,1.017,1
PSXP,1.023,1.260,475996,0.466,0.205,7-19,2,10,1.030,26,1.038,53,1.050,203
Q,1.006,1.094,1036421,0.184,0.136,7-17-19,2,7,1.006,7,1.013,48,1.013,48
QEPM,1.015,1.108,465400,0.749,0.151,7-37,2,4,1.015,4,1.015,4,1.015,4
QIHU,1.237,1.862,326991,0.070,0.164,18-32,2,5,1.237,5,1.237,5,1.274,375
QTS,1.018,1.067,274400,0.454,0.068,2-3,2,2,1.018,2,1.018,2,1.018,2
QTWO,1.031,1.250,126114,0.243,0.204,19-26,2,0,1.070,17,1.070,17,1.070,17
RATE,1.021,0.933,280000,0.200,0.037,2-8,2,7,1.021,7,1.034,49,1.096,374
RCAP,1.002,0.988,49375,1.000,0.035,33-96-168,2,0,1.002,0,1.002,0,1.002,0
RENN,1.231,1.393,1035450,0.045,0.143,7-8-21,2,-1,1.231,-1,1.231,-1,1.231,-1
REXR,1.003,1.054,236000,0.634,0.048,8-19-37-120,2,0,1.003,0,1.003,0,1.003,0
RH,1.034,1.335,165516,0.140,0.174,2-8,2,0,1.034,0,1.034,0,1.034,0
RICE,1.027,1.043,963599,0.345,0.077,2-17-18,2,4,1.027,4,1.027,4,1.027,4
RIGP,1.100,1.000,385000,0.423,0.190,7-17,2,2,1.110,20,1.110,20,1.127,290
RKUS,1.000,1.000,126000,0.114,0.184,2-7,2,0,1.000,0,1.000,0,1.000,0
RLD,1.010,1.222,244375,0.262,0.181,4-19,2,0,1.074,30,1.074,30,1.074,30
RLGY,1.034,1.217,1314000,0.307,0.135,2-17-19,2,2,1.062,26,1.062,26,1.062,26
RLJ,1.011,0.958,474375,0.267,0.058,8-17-37,2,7,1.014,18,1.014,18,1.024,369
RM,1.019,1.133,71400,0.341,0.073,3-55,2,8,1.042,20,1.042,20,1.042,20
RMAX,1.024,1.193,262500,0.989,0.167,7-8-19,2,0,1.024,0,1.027,35,1.066,241
RMP,1.035,0.957,394750,0.869,0.078,17-18-37,2,4,1.035,4,1.035,4,1.044,157
RNDY,1.049,0.988,161127,0.428,0.100,1-3-19-39,2,10,1.067,27,1.083,36,1.083,36
RNF,1.010,1.000,300000,0.392,0.102,7,2,0,1.010,0,1.010,0,1.010,0
RNG,1.068,1.327,129375,1.000,0.125,2-8-19,2,5,1.086,30,1.100,33,1.125,94
ROYT,1.018,1.000,370000,0.479,0.079,8-17-18-19-32-37,2,0,1.018,0,1.018,0,1.018,0
RPAI,1.008,1.097,279204,0.396,0.039,9-18-19-21,2,0,1.008,0,1.008,0,1.008,0
RRMS,1.020,1.025,143500,0.834,0.119,17-18-21,2,9,1.020,9,1.020,9,1.020,9
RSPP,1.016,1.051,410000,0.276,0.071,17-19,2,3,1.016,3,1.016,3,1.016,3
RUBI,1.040,1.167,118492,0.195,0.170,2-7-10,2,8,1.103,24,1.171,56,1.211,219
RXN,1.019,1.058,451184,0.262,0.094,1-2-8-21,2,8,1.050,22,1.050,33,1.128,248
RYI,1.014,0.941,113850,0.343,0.080,8-19-21-31,2,0,1.014,0,1.014,0,1.014,0
SALT,1.026,1.000,305175,0.236,0.020,21,2,0,1.026,0,1.026,0,1.026,0
SBY,1.006,1.011,247775,0.355,0.072,1-8-19,2,5,1.006,5,1.006,5,1.006,5
SC,1.029,1.073,1931030,0.216,0.067,18-19,2,7,1.029,7,1.029,7,1.029,7
SDLP,1.029,1.091,210000,0.353,0.128,7-18-37,2,6,1.031,27,1.031,27,1.048,75
SDR,1.006,1.038,566800,0.523,0.059,7-8-38,2,10,1.008,11,1.008,11,1.008,11
SE,1.046,1.083,958100,1.000,0.118,1-7-135,2,0,1.046,0,1.046,0,1.046,0
SEAS,1.020,1.132,794560,0.280,0.193,2-19,2,7,1.030,16,1.030,16,1.134,351
SERV,1.010,1.026,626455,0.281,0.100,1-2-7-19,2,1,1.010,1,1.010,1,1.036,128
SFS,1.024,1.092,176195,0.189,0.091,1-7-21,2,2,1.024,2,1.024,2,1.024,2
SFUN,1.035,1.576,196526,0.060,0.125,21-135,2,2,1.035,2,1.045,40,1.104,353
SGM,1.062,1.074,121978,0.287,0.046,1-8-17-120,2,9,1.087,18,1.087,18,1.102,362
SHAK,1.019,2.287,240150,0.442,0.000,7-19,2,2,1.030,29,1.040,37,1.040,37
SHLX,1.015,1.391,1280000,0.593,0.179,17-18,2,2,1.016,27,1.022,49,1.052,280
SHOP,1.026,1.647,215600,1.000,0.178,1-7-10,2,0,1.026,0,1.026,0,1.026,0
SIR,1.011,1.012,174000,0.267,0.054,7-8-37,1,0,1.011,0,1.011,0,1.011,0
SLCA,1.011,1.015,202941,0.222,0.077,3-7-8,2,0,1.011,0,1.011,0,1.011,0
SMLP,1.016,1.050,262500,0.512,0.040,8-17,2,2,1.018,14,1.021,46,1.023,239
SN,1.020,0.909,200000,0.303,0.019,54-182,2,0,1.025,19,1.037,44,1.037,44
SNOW,1.023,0.926,173593,0.347,0.079,1-2-8-21,2,8,1.023,8,1.023,8,1.076,351
SQNS,1.039,0.900,69300,0.223,0.171,3-32,2,0,1.039,0,1.039,0,1.039,0
SRC,1.007,1.000,435000,0.360,0.094,7,2,0,1.007,0,1.012,59,1.033,92
SRLP,1.008,0.972,148750,0.844,0.108,8-17-19,2,4,1.013,26,1.013,26,1.045,298
SSNI,1.022,1.294,104500,0.105,0.120,1-2-7,2,0,1.022,0,1.022,0,1.022,0
SSTK,1.018,1.324,101250,0.137,0.183,3-7-21,2,0,1.018,0,1.018,0,1.018,0
STAY,1.011,1.137,642687,0.141,0.104,2-19-21,2,0,1.044,30,1.051,32,1.051,32
STOR,1.005,1.062,540375,0.248,0.079,1-2-7,2,1,1.005,1,1.005,1,1.008,235
SUM,1.004,1.120,447999,0.956,0.163,2-18,2,0,1.004,0,1.022,52,1.041,341
SWFT,1.008,1.000,806300,0.549,0.092,7-8-37,2,0,1.008,0,1.015,52,1.015,52
SXC,1.015,1.062,197200,0.166,0.206,1-2-8,2,5,1.059,25,1.059,25,1.059,25
SXCP,1.015,1.000,256500,0.859,0.220,8-17-18,2,0,1.015,0,1.015,0,1.015,0
SXE,1.040,1.100,198000,0.737,0.154,18-37,2,9,1.055,19,1.055,19,1.055,19
SYF,1.043,1.000,2875000,0.151,0.070,2-7-18-19,2,0,1.043,0,1.043,0,1.043,0
TAOM,1.296,0.943,61021,0.010,0.054,1-21,2,0,1.296,0,1.296,0,1.296,0
TCPI,1.009,1.000,78571,0.258,0.142,4-21,2,0,1.009,0,1.009,0,1.009,0
TCS,1.035,1.944,437500,0.271,0.251,1-17-19,2,7,1.035,7,1.035,7,1.057,360
TDOC,1.032,1.574,246675,0.223,0.171,19-21,2,10,1.033,18,1.046,36,1.067,133
TEGP,1.018,1.066,1282350,1.000,0.166,2-18,2,3,1.019,30,1.035,49,1.044,82
TEP,1.026,1.023,287100,0.537,0.095,8-17-18-21,2,9,1.026,9,1.026,9,1.030,98
TEU,1.000,1.000,132000,0.683,0.084,7-32,2,0,1.000,0,1.000,0,1.000,0
THR,1.016,1.004,120500,0.346,0.036,3-17,2,0,1.016,0,1.033,58,1.090,113
TLLP,1.006,1.107,302250,0.852,0.120,1-8-18-37,2,0,1.021,27,1.023,40,1.025,71
TLYS,1.026,1.213,150400,1.000,0.158,2-4-8,2,3,1.026,3,1.026,3,1.026,3
TMHC,1.018,1.061,667156,1.000,0.130,1-18,2,5,1.018,5,1.018,5,1.018,5
TNET,1.050,1.156,277500,0.220,0.209,7-19-21,2,9,1.050,9,1.050,9,1.051,211
TOWR,1.014,1.042,84687,0.334,0.042,2-18-19,2,0,1.014,0,1.014,0,1.014,0
TPH,1.009,1.151,267756,0.433,0.141,18-21-120,2,0,1.016,27,1.022,39,1.022,39
TPRE,1.028,0.980,270152,0.219,0.086,1-7-19,2,3,1.028,3,1.035,45,1.102,303
TRGP,1.012,1.095,394637,0.387,0.082,7-8-17,2,0,1.012,0,1.012,0,1.046,387
TRMR,1.008,1.100,82500,0.152,0.099,1-3,2,0,1.008,0,1.008,0,1.008,0
TRU,1.021,1.094,727409,0.166,0.154,2-8-19-21,2,10,1.021,10,1.021,10,1.046,337
TRUP,1.018,1.125,80156,0.268,0.027,10-17-26,1,1,1.018,1,1.018,1,1.027,161
TSE,1.005,1.087,206500,0.212,0.111,2-7-18-21,2,0,1.005,0,1.005,0,1.005,0
TSQ,1.001,0.976,89499,0.951,0.097,3-8-10,2,10,1.009,11,1.009,11,1.009,11
TUMI,1.035,1.444,488276,0.277,0.158,1-2-19,2,3,1.035,3,1.058,60,1.119,78
TVPT,1.001,1.106,530700,0.250,0.092,1-7-21-32,2,0,1.001,0,1.001,0,1.001,0
TWTR,1.099,1.735,3157000,0.129,0.169,2-7-19,2,10,1.111,12,1.111,12,1.111,12
TXTR,1.049,1.600,120000,0.228,0.150,1-6,2,2,1.049,2,1.049,2,1.049,2
UAN,1.007,1.129,346752,0.263,0.000,2-7-17,2,0,1.007,0,1.007,0,1.007,0
UCP,1.028,0.983,114312,1.000,0.155,18-21-195,2,2,1.028,2,1.028,2,1.028,2
UNVR,1.012,1.095,843500,0.254,0.135,2-8-21,2,5,1.033,19,1.038,60,1.069,344
USAC,1.014,0.972,192500,0.731,0.123,2-17-19-37,2,5,1.025,16,1.025,16,1.025,16
USDP,1.027,0.929,144096,0.893,0.097,1-8-17-18,2,6,1.028,24,1.034,36,1.034,36
VCRA,1.020,1.500,140400,0.269,0.217,4-19,2,0,1.020,0,1.020,0,1.020,0
VEEV,1.043,1.900,495710,1.000,0.158,7-21,2,0,1.043,0,1.043,0,1.043,0
VIPS,1.038,0.923,66027,0.109,0.106,21-135,2,1,1.038,1,1.038,1,1.038,1
VJET,1.350,1.538,130000,1.000,0.076,4-18,2,5,1.350,5,1.350,5,1.453,386
VLP,1.012,1.228,423750,0.521,0.211,17-19,2,4,1.012,4,1.012,4,1.012,4
VMEM,1.064,0.833,135000,0.220,0.187,8-19-21,2,0,1.064,0,1.064,0,1.064,0
VNCE,1.033,1.475,295000,0.276,0.252,2-39,2,0,1.033,0,1.033,0,1.033,0
VOC,1.011,1.060,246752,0.652,0.073,7-38,2,0,1.011,0,1.011,0,1.011,0
VOYA,1.048,0.987,1254951,0.250,0.060,2-7-18,2,8,1.048,8,1.048,8,1.102,380
VSLR,1.100,1.063,350406,0.196,0.181,1-2-8,2,0,1.100,0,1.100,0,1.100,0
VTTI,1.086,1.000,367500,0.870,0.122,18-19,2,10,1.105,20,1.115,48,1.115,48
W,1.028,1.241,396000,1.000,0.195,2-8-18,2,8,1.028,8,1.028,8,1.095,323
WAGE,1.016,1.110,64935,0.253,0.111,1-6-26,2,0,1.016,0,1.016,0,1.261,370
WAIR,1.003,0.983,309750,0.245,0.074,7-17,2,0,1.003,0,1.003,0,1.027,343
WBAI,1.093,1.538,115720,1.000,0.150,21,2,7,1.102,29,1.102,29,1.102,29
WCIC,1.012,1.017,103991,0.265,0.052,1-18-19,2,0,1.024,20,1.024,20,1.024,20
WD,1.013,1.000,100000,0.457,0.067,1-7-35,2,8,1.013,8,1.013,8,1.013,8
