symbol,y,x1,x2,x3,x4,underwriter,exchange,t10,p30,t30,p1h,t1h,p1d,t1d
BCML,1.009,1.036,65007,0.275,0.007,83-84,1,0,1.009,0,1.009,0,1.022,232
CBLK,1.046,1.300,197600,0.122,0.161,7-19,1,8,1.046,8,1.046,8,1.046,8
INSP,1.000,1.531,165307,0.333,0.113,2-8,2,0,1.000,0,1.000,0,1.035,297
UBX,1.078,1.118,95000,0.119,0.030,2-7-18,1,2,1.078,2,1.078,2,1.078,2
XSPL,1.056,1.102,7202,0.261,0.001,311,1,0,1.169,26,1.169,26,1.234,172
PRT,1.043,0.941,100000,0.514,0.131,2-32-37,2,2,1.043,2,1.043,2,1.043,2
DOCU,1.018,1.310,824600,0.143,0.153,7-19,1,10,1.018,10,1.049,60,1.076,260
GSHD,1.002,1.200,102360,0.696,0.061,8-19,1,1,1.083,15,1.083,15,1.462,290
SMAR,1.005,1.227,214064,1.000,0.168,3-7-10-19,2,0,1.005,0,1.019,36,1.071,321
LASR,1.033,1.438,138000,0.178,0.112,26-38,1,0,1.033,0,1.033,0,1.238,292
CDAY,1.037,1.314,606900,0.158,0.162,2-19,2,2,1.055,15,1.055,15,1.099,294
LEVL,1.062,1.036,34800,0.159,0.019,35-38,1,3,1.062,3,1.062,3,1.062,3
PVTL,1.003,1.117,619750,0.495,0.123,2-7-18,2,0,1.003,0,1.003,0,1.044,316
SURF,1.000,0.983,106200,0.261,0.102,2-41-48,1,0,1.000,0,1.000,0,1.000,0
EAF,1.031,0.983,516250,0.116,0.073,1-19,2,5,1.031,5,1.031,5,1.031,5
AGMH,1.083,1.100,7183,0.061,0.002,45,1,1,1.136,29,1.207,31,1.364,74
TIBRU,1.000,1.001,150150,0.800,0.036,30-89,1,0,1.001,20,1.001,20,1.002,260
OPESU,1.002,1.003,100300,0.775,0.066,99,1,0,1.002,0,1.002,0,1.002,0
DFBHU,1.004,1.000,250000,0.800,0.061,2-21,1,5,1.004,5,1.004,5,1.004,5
MUDSU,1.000,1.000,200000,0.800,0.000,30,1,0,1.000,0,1.000,0,1.000,0
MTECU,1.004,1.001,50050,0.772,0.035,99,1,4,1.006,21,1.008,39,1.008,39
GPAQU,1.002,1.000,125000,0.800,0.072,345,1,1,1.002,1,1.002,1,1.002,1
NEBUU,1.001,1.003,250749,0.800,0.020,2-21,1,0,1.002,16,1.002,16,1.002,16
LACQU,1.001,1.000,200000,0.800,0.064,7,1,0,1.001,0,1.001,0,1.001,0
